course-code,learning-outcomes-id,learning-outcomes
ENGN2222,4,"Apply thermodynamic principles to design and performance analysis in interdisciplinary engineering applications including energy, materials and process engineering, built environments, biomedicine, and manufacturing."
ENGN2222,5,Apply thermodynamic principles to analysis of natural systems and processes.
ENGN2222,6,Write succinct engineering reports based on experimental observations and theoretical analysis.
ENGN2225,0,nil
ENGN2226,1,"Identify, generalise and adapt methodologies for analysing designs and systems."
ENGN2226,2,Apply and critique analysis techniques to review and construct arguments for design or operational decisions under uncertainty.
ENGN2226,3,Synthesise technical engineering discipline knowledge and whole-of-system methodologies to improve outcomes for a real-world client in a team environment.
ENGN2226,4,Generate concise and coherent documentation for both a technical and general audience am environment.
ENGN2226,5,"Design, research and defend an analysis of a complex engineering problem or system. am environment."
ENGN2226,6,Professional Skills Mapping: Mapping of Learning Outcomes to Assessment and Professional Competencies
ENGN2228,1,"Demonstrate understanding of continuous-time and discrete-time signals and systems and analyse their properties such as causality, linearity, time invariance and stability."
ENGN2228,2,Describe and model signals and systems arising from different engineering disciplines using a common analytical framework and apply common engineering tools and techniques to problem solving across these disciplines.
ENGN2228,3,"Use impulse response, frequency response and Fourier methods in analysing signals and systems in time and frequency domains, as well as low-pass, band-pass and high-pass filter designs."
ENGN2228,4,"Explain the concept of sampling, the Sampling Theorem, aliasing and the Nyquist rate."
ENGN2228,5,"Apply engineering design practice in a laboratory setting, individually or in a small team, and communicate the results effectively."
ENGN2229,0,nil
ENGN2300,1,"Research succinct and relevant system-level requirements for an engineering design including social, economic, and environmental considerations"
ENGN2300,2,Undertake a functional analysis of engineering systems
ENGN2300,3,Design and evaluate alternative system architectures
ENGN2300,4,Effectively communicate engineering designs through engineering models
ENGN2300,5,Operate as an effective member of an engineering team across multiple disciplines
ENGN2300,6,Provide and act on feedback on engineering work in a professional environment
ENGN2300,7,Reflect on taking a systems approach to engineering design in the context of professional engineering
ENGN2301,1,Evaluate an engineering system through the design of engineering tests
ENGN2301,2,Navigate constraints and balance multiple design factors
ENGN2301,3,Make predictions about the performance of a system based on engineering models
ENGN2301,4,Construct clear justifications for design based on data and analysis
ENGN2301,5,Operate as an effective member of an engineering team for an external stakeholder
ENGN2301,6,Provide and act on feedback in a professional environment
ENGN2301,7,Reflect on taking a systems approach to engineering testing in the context of professional engineering
ENGN2706,1,"Identify and describe an engineering-related research project, and the resources required to execute it successfully."
ENGN2706,2,"Analyse, interpret and document research results, including some assessment of relevant assumptions and limitations, and compare to existing work and literature."
ENGN2706,3,"Communicate research outcomes in oral, visual and written forms to colleagues, other engineering professionals and the broader community."
ENGN2706,4,Reflect on the outcomes and execution of a research project to enable continuous improvement of research skills.
ENGN2706,5,Work effectively and professionally as part of a research team led by a project supervisor.
ENGN2706,6,"Understand the broader societal impact of research, and the importance of conducting research ethically and with integrity."
ENGN2707,1,"Identify and describe an engineering-related research project, and the resources required to execute it successfully."
ENGN2707,2,"Analyse, interpret and document research results, including some assessment of assumptions and limitations, and compare with existing work and literature."
ENGN2707,3,"Draw sound conclusions through the application of relevant underlying theory, concepts and methodologies."
ENGN2707,4,"Communicate research outcomes in oral, visual and written forms to colleagues, other engineering professionals and the broader community."
ENGN2707,5,Reflect on the outcomes and execution of a research project to enable continuous improvement of research skills.
ENGN2707,6,"Work effectively, professionally and ethically as part of a research team led by a project supervisor."
ENGN3013,1,"Discuss significant aspects of Australia’s international and domestic aid and development sector, including its history, geopolitical context and contemporary approaches"
ENGN3013,2,"Apply appropriate technology and system design principles to humanitarian contexts incorporating social, economic and environmental factors"
ENGN3013,3,Identify and evaluate appropriate models of development and engineering and design processes for a range of humanitarian contexts to promote social justice and address the root cause of disadvantage
ENGN3013,4,"Demonstrate necessary personal skills to work in a humanitarian environment, including the ability to utilise cross-cultural awareness and critical self-reflection"
ENGN3013,5,Apply existing discipline knowledge to cross-disciplinary humanitarian contexts and describe how humanitarian principles and skills can inform and enhance discipline practice
ENGN3100,1,Work effectively in a professional engineering environment individually and as part of team.
ENGN3100,2,"Describe roles, activities and work undertaken in a professional engineering environment."
ENGN3100,3,Demonstrate insight into professional engineering practice for future practice.
ENGN3100,4,"Reflect on workplace issues such as human and industrial relations, job organisation, maintenance, safety and environmental issues."
ENGN3100,5,Reflect on how engineering courses and electives contribute to the development of breadth and depth of knowledge and multidisciplinary skills and self-competence for ethical practice within the Stage 1 Engineers Australia Stage 1 graduate engineer competencies.
ENGN3200,1,Apply existing engineering knowledge to similar or new situations.
ENGN3200,2,"Identify, acquire and apply new engineering knowledge as required."
ENGN3200,3,Integrate existing and new technical knowledge for industrial application.
ENGN3200,4,Demonstrate the impact of the internship on learning and professional development through mapping to relevant Stage 2 Engineers Australia technical competencies.
ENGN3200,5,Understanding of lifelong learning processes through critical reflection of internship experiences.
ENGN3200,6,Reflect on how engineering courses and electives contribute to the development of breadth and depth of knowledge and multidisciplinary skills and self-competence for ethical practice within the Stage 1 Engineers Australia Stage 1 graduate engineer competencies.
ENGN3221,1,"Relate the technical aspects of engineering projects to the constraints of local, national and global business and governance."
ENGN3221,2,Analyse an evaluate a range of personnel and technical issues in engineering management.
ENGN3221,3,Generate practical and convincing management solutions to complex engineering problems in a team project environment.
ENGN3221,4,Transmit clear problem descriptions and outcomes within teams and to lay and professional audiences.
ENGN3221,5,Critically reflect and determine strategies for addressing and communicating issues in management.
ENGN3221,6,Professional Skills Mapping: Mapping of Learning Outcomes to Assessment and Professional Competencies
ENGN3223,1,"Define and explain feedback and feed-forward control architecture and discuss the importance of performance, robustness and stability in control design"
ENGN3223,2,Interpret and apply block diagram representations of control systems and design PID controllers based on empirical tuning rules
ENGN3223,3,Compute stability of linear systems using the Routh array test and use this to generate control design constraints
ENGN3223,4,Use Evans root locus techniques in control design for real world systems
ENGN3223,5,Compute gain and phase margins from Bode diagrams and Nyquist plots and understand their implications in terms of robust stability
ENGN3223,6,Design Lead-Lag compensators based on frequency data for an open-loop linear system.
ENGN3224,1,Apply fluid conservation and energy efficiency principles to engineered fluid systems.
ENGN3224,2,"Analyse loads on structures surrounding static bodies, as well as fluid piping systems and systems involving heat transfer."
ENGN3224,3,Understand the principles of flow measurement.
ENGN3224,4,Exergetic improvement of engineered systems.
ENGN3224,5,Critically examine fluid systems and suggest improvements to design.
ENGN3224,6,Critically examine heat transfer and thermal losses in engineered systems.
ENGN3224,7,Apply combined fluid flow and heat transfer principles to analyse complex thermo-fluid systems.
ENGN3226,1,"Model digital communication signals and systems using appropriate mathematical techniques (e.g., probability, random process, signal-space analysis, constellation diagram, trellis diagram)."
ENGN3226,2,Analyse the performance of digital modulation schemes over AWGN channels and choose appropriate modulation schemes according to design criteria.
ENGN3226,3,Characterise error-control codes and apply the encoding and decoding processes.
ENGN3226,4,Compute source entropy and channel capacity and apply the Huffman coding technique.
ENGN3226,5,Provide sound evaluation of practical digital communication systems in terms of their performance and complexity.
ENGN3226,6,Simulate digital communication systems in a proficient and confident manner.
ENGN3226,7,"Apply engineering design practice in a laboratory setting, individually or in a small team, and communicate the results effectively."
ENGN3230,1,"Identify, evaluate and generate innovative concepts to real-world engineering problems in a business and innovation environment."
ENGN3230,2,"Evaluate, exploit and manage Intellectual Property and other entrepreneurial opportunities in a technology context."
ENGN3230,3,Understand decision-making responsibilities at the interface between business and innovation to improve project outcomes.
ENGN3230,4,"Manage, plan and take leadership roles in innovation and commercialisation projects in accordance with best practice."
ENGN3230,5,Apply technical knowledge to entrepreneurial and start-up company opportunities to a competitive funding environment.
ENGN3230,6,Leverage the dynamics of collaborative teams to solve and communicate complex problems within given deadlines.
ENGN3300,1,Design and implement a program of work in an open-ended engineering project
ENGN3300,2,Select and apply appropriate management techniques to the running of an engineering project
ENGN3300,3,Research and manage a design project within given constraints
ENGN3300,4,Draw on the strengths of a diverse and interdisciplinary team for an external stakeholder
ENGN3300,5,Uphold professional integrity and ethical behaviour in a management context
ENGN3300,6,Enhance and reflect on complex engineering projects through professional engineering review cycles
ENGN3301,1,Design and innovate within a program of work in an open-ended engineering project
ENGN3301,2,Research and apply technical knowledge to design opportunities in a competitive environment
ENGN3301,3,Justify appropriate operational decisions in the running of a complex engineering project
ENGN3301,4,Navigate the operational environment of an engineering design project in the real-world
ENGN3301,5,Leverage the dynamics of collaborative teams to solve complex problems within given deadline
ENGN3301,6,Uphold professional integrity and ethical behaviour in an innovation context
ENGN3301,7,Enhance and reflect on complex engineering projects through professional engineering review cycles
ENGN3331,1,Demonstrate systematic understanding of system dynamics problems from various engineering domains.
ENGN3331,2,Solve the equations describing different dynamcial systems and characterise the salient properties of their behaviours such as stability and periodicity.
ENGN3331,3,Derive the equations of motion of various systems.
ENGN3331,4,"Apply dynamic response analysis of oscillators to perform basic system identification in different science and engineering domain such as mechanical and electrical engineering, physics, and biology."
ENGN3331,5,Analyse the properties of linear or nonlinear dynamic equations through computer simulation and make design recommendations based on dynamics simulation data.
ENGN3334,1,Relate semiconductor material properties to the underlying physical concepts
ENGN3334,2,Analyse charge carrier dynamics in semiconductors by implementing the equations of state
ENGN3334,3,Relate the operation of semiconductor device building blocks (the diode and transistor) to the charge carrier action
ENGN3334,4,Generalise the operation of device building blocks to describe more complex semiconductor devices
ENGN3334,5,Work effectively within a team to investigate and communicate the physics and technology of a chosen semiconductor device
ENGN3334,6,Identify current developments and emerging trends in semiconductor technologies
ENGN3338,1,"Describe the aerodynamic theory and concepts that are used in the description of flows such as streamlines, circulation, vorticity and others."
ENGN3338,2,"Explain the generation of lift and drag forces, the different flow regimes (compressible versus incompressible, viscous versus inviscid), and effects of viscosity on flow."
ENGN3338,3,Execute the governing equations for compressible and incompressible flows to calculate the lift and the pressure distribution over airfoils using potential theory.
ENGN3338,4,"Relate the lifting-line theory and Vortex Lattice Numerical Method for calculations of wing lift, lift distribution and induced drag."
ENGN3338,5,"Appraise the relevance of transonic, supersonic and hypersonic, and non-linear supersonic flow regimes."
ENGN3338,6,"Investigate computational fluid dynamics, wind tunnels and other experimental methods."
ENGN3339,1,"State the properties and processability of engineering polymers, ferrous alloys and non-ferrous alloys, ceramics, fibre reinforcements, polymer matrix materials and commercial composites."
ENGN3339,2,"Compare common composite manufacturing techniques, and be able to select the appropriate technique for manufacture of composite products."
ENGN3339,3,"Employ standard analytical tools to describe tribological and corrosion behaviour, elastic and plastic deformation, and failure of metals, polymers and composites."
ENGN3339,4,"Illustrate how a knowledge of mechanical, electrical and thermal properties can be used to design engineering structures and devices for aerospace applications."
ENGN3339,5,"Appraise how thermo-mechanical, electro-mechanical and piezoelectric properties of aerospace engineering materials may be improved through nanotechnology."
ENGN3410,0,nil
ENGN3512,1,Understand and be able to explain the principles and operation of a laser;
ENGN3512,2,Gain hands-on experience in working with lasers;
ENGN3512,3,Understand and be able to apply the principles of optical modulation and detection as well as evaluate its performance;
ENGN3512,4,Understand nonlinear optics and photonics phenomena and how they impact modern advanced technological systems;
ENGN3512,5,Generate succinct laboratory reports based on experimental observations and theoretical analysis;
ENGN3512,6,Demonstrate effective team work in laboratory experiments.
ENGN3516,1,Develop using systematic engineering methods sustainable solutions to problems related to the utilization of renewable energy.
ENGN3516,2,Engage in independent research and investigation in problems related to the utilization of renewable energy.
ENGN3516,3,Identify and critically evaluate current developments and emerging trends within the field of renewable energy technologies.
ENGN3516,4,"Demonstrate advanced knowledge of levelised cost of electricity, the performance of renewable energy technologies and storage and the use of appropriate measurement units."
ENGN3516,5,Communicate effectively to non-technical audiences in oral and written form.
ENGN3516,6,"Develop a personal, quantified, well-argued view of possible energy futures."
ENGN3516,7,"Work effectively and proactively within teams, demonstrating autonomy, ethical conduct, expert judgement, adaptability and responsibility to achieve engineering outcomes at a high standard."
ENGN3539,1,Understand and describe the layered protocol model
ENGN3539,2,"Describe, analyse and compare a number of datalink, network, and transport layer protocols"
ENGN3539,3,Program simple network communication services for client/server and other application layouts
ENGN3539,4,"Describe and analyse various related technical, administrative and social aspects of specific computer network protocols from standards documents and other primary materials found through research"
ENGN3539,5,"Design and/or analyse networks and services for homes, data centres, IoT/IoE, LANs and WANs"
ENGN3601,1,Understand elastic and plastic deformation concepts as they apply to the plastic forming of metal sheets and polymers.
ENGN3601,2,Understand the principles and importance of tribological and corrosion behaviour of metals and polymers.
ENGN3601,3,"Appreciate how a knowledge of electrochemical, mechanical and physical properties can be used to design engineering structures and devices."
ENGN3601,4,Identify and compare the basic electrical and dielectric properties of engineering ceramics and metals.
ENGN3601,5,"Describe and utilize the concepts of thermoelctrical behaviour, piezoelectric behaviour and electrochromic behaviour through the study of engineering nanomaterials."
ENGN3601,6,"Identify and compare the processability and types of engineering polymers, ferrous alloys and non-ferrous alloys."
ENGN3601,7,"Describe the basic principles and operating procedures relating to scanning electron microscopy, transmission electron microscopy and X-ray diffraction."
ENGN3706,1,"Identify and describe an engineering-related research project, and the resources and methodologies required to execute it successfully."
ENGN3706,2,"Analyse, interpret and document research results, including an assessment of relevant assumptions and limitations, and compare and contrast to existing work and literature."
ENGN3706,3,"Draw sound conclusions through the application of relevant underlying theory, skills, concepts and methodologies."
ENGN3706,4,"Effectively communicate research outcomes in oral, visual and written forms to colleagues, other engineering professionals and the broader community."
ENGN3706,5,Critically reflect on the outcomes and execution of a research project to enable continuous improvement of research skills.
ENGN3706,6,"Work effectively, professionally and ethically as part of a research team led by a project supervisor."
ENGN3712,1,"Identify and describe an engineering-related research project, and the resources and methodologies required to execute it successfully."
ENGN3712,2,"Analyse, interpret and document research results, including an assessment of relevant assumptions and limitations, and compare and contrast to existing work and literature."
ENGN3712,3,"Draw sound conclusions through the application of relevant underlying theory, skills, concepts and methodologies."
ENGN3712,4,"Effectively communicate research outcomes in oral, visual and written forms to colleagues, other engineering professionals and the broader community."
ENGN3712,5,Critically reflect on the outcomes and execution of a research project to enable continuous improvement of research skills.
ENGN3712,6,"Work effectively, professionally and ethically as part of a research team led by a project supervisor."
ENGN3820,1,"Evaluate the operation and function of different biomedical imaging instruments on molecules, cells and organs."
ENGN3820,2,Describe the principles of advanced biomedical imaging concepts and their application in health sciences.
ENGN3820,3,"Analyse the limitation of each biomedical imaging modalities and also how they complement each other for molecular, cellular and organ-level systems."
ENGN3820,4,Apply advanced image processing to quantify biomedical images and critique the factors that contribute to analysis.
ENGN3820,5,Understand and analyse major biomedical imaging modalities used in health sciences and outline their therapeutic aims.
ENGN3820,6,Evaluate the research methods and outcomes from selected scientific publications related to the course curriculum.
ENGN3901,1,"Interpret and explain environmental water flows at small, large and global scale."
ENGN3901,2,"Explain the physical principles of convection, fluid momentum, viscous forces, drag and diffusion."
ENGN3901,3,Calculate the static and dynamic forces on engineering structures due to water flows.
ENGN3901,4,Design pipe and channel sizes for specified water flows
ENGN3901,5,"Evaluate the environmental impact on water flows of engineered water management systems (including dams, pipes and channels)."
ENGN3902,1,Understand and explain the chemical and biogeochemical cycles that drive environmental systems and processes.
ENGN3902,2,Understand and analyse the energy and material flow between various environmental systems and processes.
ENGN3902,3,"Explain the interaction and dependency between biogeochemical, biological, and chemical processes in the air, water and soil and the impacts of pollutants on these systems and processes."
ENGN3902,4,Identify and differentiate between various kinds of environmental pollutants and their treatment methods.
ENGN3902,5,Evaluate methods of monitoring environmental health and explain the steps necessary to maintain the health of various environmental systems.
ENGN3903,1,Identify and evaluate appropriate monitoring and modelling strategies to characterise environmental systems and processes.
ENGN3903,2,Understand and explain the key principles and components of a remote sensing system.
ENGN3903,3,"Understand and demonstrate how to collect, handle and analyse environmental data obtained from various measurement and remote sensing techniques."
ENGN3903,4,Demonstrate the application of environmental mapping and modelling techniques to investigate environmental systems and processes.
ENGN3903,5,Communicate informed critique or analysis of environmental sensing and modelling across a range of mediums.
ENGN4027,1,"Summarise, evaluate and explain the current issues in sustainable development in the areas of energy, water, food and health securities as well as infrastructure."
ENGN4027,2,"Identify and critically evaluate current developments and emerging trends in nanomaterial engineering for sustainability, by applying essential knowledge in this field."
ENGN4027,3,Employ life-cycle thinking and life-cycle analysis tools to critically analyse sustainability of materials and design new materials-based solutions to sustainable development.
ENGN4027,4,Recognise and examine the multidisciplinary nature of the challenges in sustainable development and propose solutions to the effective communication between a range of stakeholders for the successful adaptation of new technologies.
ENGN4027,5,Translate sustainability problems into tractable questions and formulate and evaluate solutions by applying technical knowledge in materials engineering nanomaterial science.
ENGN4027,6,Communicate effectively with colleagues and others by employing a range of communication media and tools including oral presentation and technical writing.
ENGN4027,7,"Work effectively and proactively within teams, demonstrating autonomy, professional conduct, well-developed judgment, adaptability and responsibility to achieve engineering outcomes at a high standard."
ENGN4200,1,"Identify a substantial research and/or development project including the problem the project seeks to address, its context and significance in contemporary engineering, scientific or research fields."
ENGN4200,2,"Scope the selected project appropriately and identify and determine knowledge, skills and methodologies required to complete the project."
ENGN4200,3,"Apply research skills and methodologies to identify, collate, summarise and critically evaluate relevant literature, data and sources."
ENGN4200,4,"Combine and demonstrate synthesis of new knowledge with the application of relevant underlying theory, skills, concepts and methodologies in relevant engineering and/or scientific fields."
ENGN4200,5,"Analyse, interpret, explain and evaluate results generated during the project and compare and contrast to existing work and literature where appropriate."
ENGN4200,6,"Communicate the project objectives, process, knowledge and results to practising engineers and scientists in written and verbal form."
ENGN4212,1,"Formulate the most appropriate manufacturing process and material for a given product, considering various requirements including cost, physical properties and process capabilities."
ENGN4212,2,Execute a project considering the manufacturing design principles.
ENGN4212,3,Perform a range of different manufacturing processes.
ENGN4212,4,Present a manufacturing design in the form of an engineering report.
ENGN4212,5,Critically analyse advanced manufacturing processes and their implications for design and manufacture.
ENGN4213,1,Explain the fundamental principles of sequential digital circuits and finite state machines.
ENGN4213,2,Compare and describe the architecture and fundamental concepts of modern embedded microprocessor systems.
ENGN4213,3,"Design complex digital systems using schematics and Verilog HDL, and implement these on commercial-grade field-programmable gate array (FPGA) development boards."
ENGN4213,4,Design an embedded system using C/C++ programming and microcontroller boards.
ENGN4213,5,"Analyse critically, and evaluate the performance of systems against given design requirements."
ENGN4213,6,"Plan, execute and report on a small project working in a group, communicating effectively in written and verbal form about their work."
ENGN4221,0,nil
ENGN4300,1,Synthesise technical knowledge and approaches to generate solutions to an open-ended engineering problem
ENGN4300,2,"Develop, analyse, and critically evaluate alternative options in order to justify and generate solutions in a real-world project"
ENGN4300,3,"Apply research skills and methodologies to identify, collate, summarise and critically evaluate relevant literature, data and sources"
ENGN4300,4,Apply project management and organisational skills to produce time-sensitive deliverables in a multi-disciplinary team
ENGN4300,5,Transmit design decisions and solutions using appropriate media to professional and lay audiences
ENGN4300,6,"Demonstrate and reflect on research, leadership and creativity as an individual and within a multi-disciplinary team"
ENGN4337,1,"Employ linearized longitudinal and lateral-directional equations of motion to compute the flight path for an aircraft, including."
ENGN4337,2,Describe aircraft control devices and systems and longitudinal and lateral-directional dynamics.
ENGN4337,3,"Use root-locus analysis of parameter variations, feedback control and control derivatives to determine aerodynamic equilibrium."
ENGN4337,4,"Perform analyses of aircraft performance during gliding, climbing, and turning, and time and frequency response."
ENGN4337,5,"Evaluate flight stability and handling qualities of an aircraft against flying qualities criteria, and their effect on aircraft operations and performance."
ENGN4337,6,"Investigate computational techniques to model aircraft performance, and their suitability to model performance at high angles and angular rates at different speeds, attitude and under different atmospheric conditions."
ENGN4338,1,"State the fundamental principles of propulsion system design, integration and testing."
ENGN4338,2,"Describe performance, response and reliability characteristics of aircraft and space propulsion systems."
ENGN4338,3,"Employ modelling and analysing strategies to evaluate propulsion system suitability relative to aircraft performance requirements, including considerations for noise and environmental pollution, and propose pathways for improvement and optimisation."
ENGN4338,4,Select appropriate control strategies for aerospace propulsion systems.
ENGN4338,5,Investigate engine interaction and integration issues with other aircraft systems.
ENGN4338,6,"Design strategies for engine health monitoring, and how these can be used to maintain and improve aircraft performance."
ENGN4339,1,"Explain the principles of aerospace design processes, requirements and regulations, from conceptualisation through to design cycles and optimisation to aviation certification."
ENGN4339,2,"Describe physical principles of aircraft performance, stability, controllability and propulsion and how these impact the design, creation and integration of sub-systems for optimal system performance."
ENGN4339,3,"Employ the principles of systems engineering and concepts of reliability, robustness, redundancy, validation and verification in the systems engineering process to the design of aerospace and spacecraft."
ENGN4339,4,"Design and develop an integrated aircraft system, and model and evaluate its performance against set parameters."
ENGN4339,5,"Evaluate and reflect on the social, ethical, environmental, legal and economic considerations, and the requirements of ancillary aerospace vehicle systems when designing, building and operating aerospace systems, and explain the strategies that can be used to address these requirements."
ENGN4339,6,Formulate and effectively communicate solutions to technically complex aerospace systems problems across a range of mediums and stakeholder groups.
ENGN4350,1,"Identify a substantial research and/or complex design project including the problem the project seeks to address, its context and significance in contemporary engineering, scientific or research fields."
ENGN4350,2,"Scope the selected project appropriately and identify and determine knowledge, skills and methodologies required to complete the project."
ENGN4350,3,"Apply research skills and methodologies to identify, collate, summarise and critically evaluate relevant literature, data and sources."
ENGN4350,4,"Combine and demonstrate synthesis of new knowledge with the application of relevant underlying theory, skills, concepts and methodologies in relevant engineering and/or scientific fields."
ENGN4350,5,"Analyse, interpret, explain and evaluate results generated during the project and compare and contrast to existing work and literature where appropriate."
ENGN4350,6,"Communicate the project objectives, process, knowledge and results to practising engineers and scientists in written and verbal form."
ENGN4511,1,"Identify, describe and evaluate the properties of fibre reinforcements, polymer matrix materials and commercial composites."
ENGN4511,2,"Develop competency in one or more common composite manufacturing techniques, and be able to select the appropriate technique for manufacture of fibre-reinforced composite products."
ENGN4511,3,Analyse the elastic properties and simulate the mechanical performance of composite laminates; and understand and predict the failure behaviour of fibre-reinforced composites
ENGN4511,4,Apply knowledge of composite mechanical performance and manufacturing methods to a composites design project
ENGN4511,5,Critique and synthesise literature and apply the knowledge gained from the course in the design and application of fibre-reinforced composites.
ENGN4513,1,In-depth understanding of the operation of key components in a lightwave communication system using analytical and numerical methods;
ENGN4513,2,Critical analysis of the main factors affecting the performance and limits of real-world lightwave communication systems;
ENGN4513,3,"Hands-on working knowledge of fibre optic components, their handling, and how they are integrated for information transmission;"
ENGN4513,4,Able to design a lightwave transmission system using simulation software by applying cognate knowledge.
ENGN4520,0,nil
ENGN4521,1,Learning Outcomes will be determined by the course convenor for each special topic.
ENGN4522,0,nil
ENGN4523,0,nil
ENGN4524,1,"Differentiate among basic components, main performance parameters, and basic industrial processes of photovoltaic systems and technologies"
ENGN4524,2,"Proficiently apply advanced technical knowledge, science, and appropriate tools in photovoltaic technologies to predict system behaviours under different conditions."
ENGN4524,3,Professionally apply systematic engineering methods to appraise and design photovoltaic systems.
ENGN4524,4,Identify and critically evaluate current developments and emerging trends within the field of photovoltaic technologies.
ENGN4524,5,"Work effectively and proactively within teams, demonstrating autonomy, professional conduct, well developed judgement, adaptability and responsibility toachieve engineering outcomes at a high standard."
ENGN4524,6,Relate the role of photovoltaic technologies to the broader energy context.
ENGN4525,1,"Apply systematic engineering methods to design and analyse solar thermal energy systems, including balancing practical and theoretical aspects of design."
ENGN4525,2,Identify and critically evaluate the potential impact and role for solar thermal technologies in energy systems.
ENGN4525,3,Proficiently apply advanced technical knowledge of the solar resource for design of solar thermal systems.
ENGN4525,4,Understand the concepts of energy quality and energy services in a systems engineering context.
ENGN4525,5,Analyse simple solar thermal systems through software modelling and understand the limitations of such models.
ENGN4525,6,Carry out experimental investigations of solar thermal systems and assess the implications of the results.
ENGN4525,7,Communicate results effectively in written form.
ENGN4528,1,"Understand and master basic knowledge, theories and methods in image processing and computer vision."
ENGN4528,2,"Identify, formulate and solve problems in image processing and computer vision."
ENGN4528,3,"Analyse, evaluate and examine existing practical computer vision systems."
ENGN4528,4,Communicate effectively and work in teams to develop a working computer vision system.
ENGN4528,5,Critically review and assess scientific literature in the field and apply theoretical knowledge to identify the novelty and practicality of proposed methods.
ENGN4528,6,Design and develop practical and innovative image processing and computer vision applications or systems.
ENGN4528,7,Conduct themselves professionally and responsibly in the areas of computer vision image processing and deep learning.
ENGN4536,1,Apply cellular concepts to evaluate the signal reception performance in a cellular network and traffic analysis to design cellular network with given quality of service constraints.
ENGN4536,2,Determine the type and appropriate model of wireless fading channel based on the system parameters and the property of the wireless medium.
ENGN4536,3,Analyse and design receiver and transmitter diversity techniques.
ENGN4536,4,Determine the appropriate transceiver design of multi-antenna systems and evaluate the data rate performance.
ENGN4536,5,"Design wireless communication systems with key 3G (e.g., CDMA) and 4G (OFDM) technologies."
ENGN4536,6,Describe and differentiate four generations of wireless standard for cellular networks.
ENGN4537,1,Analyse and evaluate the properties of LTI systems in terms of z-transforms.
ENGN4537,2,"Understand the sampling theorem and perform sampling on continuous-time signals by applying advanced knowledge of sampling theory (i.e. aliasing, quantisation errors, pre-filtering)."
ENGN4537,3,Apply the concepts of all-pass and minimum-phase systems to analyse LTI systems and address complex design problems.
ENGN4537,4,Evaluate design problems related to frequency selective processing and design FIR/IIR filters.
ENGN4537,5,Construct systems for spectral estimation of real signals by applying advanced knowledge of Fourier techniques.
ENGN4537,6,Judge implementation aspects of modern DSP algorithms.
ENGN4537,7,"Apply the relevant theoretical knowledge to design and analyse a practical discrete-time signal system, such as a radar, image, speech, audio, bio-medical or wireless system."
ENGN4547,1,"Professionally apply advanced knowledge, engineering methods, tools and software systems to problems related to the integration and operation of renewable energy generation and distributed energy resources in electricity systems, electricity markets, microgrids, embedded networks, and remote area power systems."
ENGN4547,2,"Analyse and assess the impacts of renewable energy generation and distributed energy resources on electricity system design, operation and performance, and power system stability."
ENGN4547,3,"Identify, describe and analyse current developments and emerging trends related to the integration and operation of renewable energy generation and distributed energy resources as they relate to electricity generation, transmission, distribution, and electricity retail, and energy markets in Australia, and elsewhere."
ENGN4547,4,Communicate clearly and effectively using a variety of communication tools and mediums.
ENGN4547,5,"Undertake independent research into, and complex design of, critical aspects of the integration and operation of renewable energy generation and distributed energy resources to address issues related to energy reliability, and energy and system security."
ENGN4547,6,"Work collaboratively and effectively in teams to address complex, interdisciplinary problems related to the integration and operation of renewable energy generation and distributed energy resources in the electricity system and electricity markets."
ENGN4548,1,Proficiently apply advanced knowledge of wind physics and characterisation and manage wind data uncertainty.
ENGN4548,2,Critically evaluate key wind farm planning studies and explain implications for wind farm development.
ENGN4548,3,Professionally apply systematic engineering methods including wind mapping and modelling to design wind farms.
ENGN4548,4,"Understand and apply key elements of typical legal agreements used in wind energy development, key aspects of the economics of wind energy projects, and basic financial models."
ENGN4548,5,Critically evaluate different wind energy policy environments and analyse and critique the relative merits of alternative policy scenarios.
ENGN4548,6,Communicate effectively with colleagues and others employing a range of communication media and tools.
ENGN4548,7,Engage in independent investigation and reflection.
ENGN4613,1,Understand the technologies that underly key components in a photonic sensing system;
ENGN4613,2,"Know how to quantify and understand the effect of important parameters such as calibration, linearity and signal-to-noise;"
ENGN4613,3,Design a simple topology for a sensing system by integrating key photonic components;
ENGN4613,4,"Present the design, explain how the system works and communicate details of its performance and limitations."
ENGN4615,1,"Interpret the philosophy behind principles, design and modelling considerations in using finite element analysis."
ENGN4615,2,"Develop stiffness matrices for spring, truss, beam, plane stress problems and three dimensional problems using the concept of direct equilibrium and potential energy methods."
ENGN4615,3,Develop the finite element formulations for heat transfer problems.
ENGN4615,4,Evaluating the convergence of solutions using finite element analysis and assess the accuracy of simulated results.
ENGN4615,5,Be proficient in the use of commercial finite element software.
ENGN4615,6,"Create and design engineering structures using finite element methods, taking into account safe design limits."
ENGN4615,7,Communicate effectively through written reports on the creation of optimized design of engineering structures.
ENGN4625,1,"Use electrical physics concepts to understand and explain the properties and operation of power systems and power electronics components, and apply circuit analysis techniques to interpret, analyse and evaluate three-phase circuits, power systems and associated components."
ENGN4625,2,"Formulate and model power load flow problems, determine effective solutions to the formulated problems, and critically assess the performance of the determined solutions."
ENGN4625,3,Apply the theory and operating principles of electric machines to explain and evaluate their properties and characteristics when integrated into power systems.
ENGN4625,4,Apply advanced knowledge and analysis techniques to design and critically assess key aspects of power conversion.
