id,abstract,title,authors,
21161,"The need for methods to test systems of systems, and the emerging discipline of Mission Engineering with its focus on experimentation, has reinvigorated the international T&E community’s interest in the discipline of the Design and Analysis of Experiments. 
The Defence T&E Competency Framework (2019) lists the Design of Experiments as an essential competency for senior T&E practitioners.  
The Design and Analysis of Experiments is a structured process to identify the metrics, factors, and levels that most directly affect operational effectiveness and suitability of a system. The discipline embraces black box techniques that empowers practitioners to develop test matrices for systems of systems through the application of scientific techniques, and then build empirical models that quantitatively characterises the relationship between mission or system inputs and outputs. These empirical relationships can then be used as the basis for mission simulations.
This tutorial is suitable for people with little or no past exposure to the Design and Analysis of Experiments, but the tutorial will also take a deeper look at specific experimental designs that have been explicitly identified by the US Office of the Director, Operational Test & Evaluation as being applicable to the operational test and evaluation of complex systems.",Mission focussed design of experiments for systems of systems; theory and practical test designs.,"Tim Grabert 1 2, Nova Systems, Southbank, VIC, Australia, ITEA, Melbourne",
21164,"The case for using Model-Based Systems Engineering (MBSE) in large, complex projects is now well established and many sources are available from which a system engineer can make a case to project stakeholders for its inclusion.  In contrast, there is much less available material to justify the use of MBSE in Early-Stage Research and Development (ESR&D) projects that are intending to use agile development methodologies.  This paper addresses this deficiency by reviewing information from standards, handbooks, and research papers and tempering this with experience to assemble a compelling case targeted at audiences unfamiliar with contemporary industry systems engineering practices, such as those in small start-up companies, research laboratories, and universities.  The review is followed by a discussion on the relevant nuances from contemporary thinking on systems engineering, digital engineering, and agile approaches for product development that further reinforces the business case developed from the review material. ",The Case for Employing MBSE in Early-Stage R&D Projects using Agile Development Approaches,"Stephen Cook 1, Shoal Group Pty Ltd and the University of Adelaide, Adelaide, SA, Australia",
21169,"The Energy System is immensely complex. Many actors participate in the Energy System performing a varied taxonomy of roles. Many of these actors are not engineers, let alone systems engineers, but have significant gravitas and influence over the Energy System and, consequentially, our journey to Net Zero.
In recent decades, much of the development of the Energy System has been achieved through an incremental approach following established industry methods and practices. The adoption of contemporary systems engineering methods has, perhaps, been slower than in other industrial and innovation areas.
Making robust decisions and changes is dependent upon having the best possible knowledge of the subject system. In the case of the Energy System, it is difficult enough to gain consensus on where the boundary of that system lies, let alone gather and present the structure, information and interdependence of the that system in a logical, repeatable and most importantly, usable way.
MBSE presents itself as a potential discipline that is capable of achieving these objectives. Initial attempts at using MBSE to develop a model representing the Energy System have, however, proven to be difficult. The number of different diagrams and relationship types that can be utilised in MBSE modelling is off putting to none MBSE users and they quickly lose interest. Users want to be able to see the information, not learn a modelling language.
A solution we propose is to hugely simplify the MBSE modelling diagrams, relationships and modelling techniques for the vast majority of users, creating a ‘general’ model of the Energy System that can be repeatably expanded and be used by all for analysis, research and insight. This ‘general’ model can then be used as a baseline for more detailed and bespoke modelling using the full power of MBSE on an as needs basis. ",K.I.S my MBSE (Keep it Simple),"Tony Warrior 1, David Elam 1, Energy Systems Catapult Ltd, Birmingham, N/A, United Kingdom",
21170,"This presentation explains how TenneT, A transmission system operator for 43 million domestic and business users in Germany and The Netherlands applied a systems approach to stakeholder management, Engineering, Procurement and change management to deliver its largest power transmission program ever. 
By 2050 the European Union aims to become the first carbon-neutral continent. By 2030, the EU wants to reduce CO2 emissions by 55%. To hit these targets, Germany and The Netherlands need rapid electrification, in industry, mobility and households. The share of electricity in the energy system will grow exponentially, from 20% today to 40-60% in 2050. As one of Europe’s largest Transmission Service Operators (TSOs), TenneT needs to develop a grid that can support society’s climate ambitions: they call this their 2045 Target Grid.
Therefore, several offshore wind energy areas have been designated to generate more sustainable energy. These need to be connected to the national grid and thus the 2GW Program was launched.
To make the 2GW program successful TenneT decided it needed standardisation, scalability and optimisation; they wanted to ensure each of the 17 project’s experiences benefited the next. They also wanted an approach where people within and outside TenneT can work together effectively. Tennet chose a progressive systems engineering approach to manage these issues. including the implementation of systems engineering, a data-centric way of working , forming partnerships with big contractors, and risk-based contract control to limit their review effort. This new approach for the largest energy transition program of Europe comes with a big organizational change while the projects are already running.
Dutch Boosting Group and TenneT will present how they successfully applied and continue to apply Systems Engineering on the 2GW program in collaboration with the contractors, what challenges we have encountered, what the success factors are and what lessons they have learned.",A Systems Approach to Procurement of a large Power Transmission Program in Europe,"Bart van Luling 1 2, Dutch Boosting Group, Hoofddorp, NEDERLAND, Netherlands, TenneT (TSO), Arnhem, Netherlands",
21172,"The committee of the Southern Cross Chapter of the International Test & Evaluation Association (ITEA) will provide an information session aimed at professionals who may be interested in learning about the benefits of joining this international association for T&E professionals. 
The agenda will include information on:
(1) Pathway to obtaining the Certified Test & Evaluation Professional (CTEP) credential for Australian professionals.
(2) The role the association plays for the international T&E community.
(3) Professional development, training and education opportunities offered by ITEA.
(4) Major international events and symposiums organised by ITEA.",International Test & Evaluation Association - Information Session   ,"Tim Grabert 1 2, Malcolm Tutty 3 4, Robert (Bill) Bunton 4, Peter Nikoloff 1 4, Nova Systems, Southbank, VIC, Australia, ITEA, Melbourne, RAAF, Canberra, ITEA, Canberra",
21180,,"Embracing AI in Digital Engineering: A Holistic Approach to Managing Work, Workforce and Workplace      ","René S King 1, Project Performance International, Lilydale, VIC, Australia",
21181,"Overview
Chiller plants in buildings consume the greatest electrical power in Air-conditioning system, playing a pivotal role in our journey towards carbon neutrality. Chiller plants have conventionally been controlled using traditional rule-based strategies, resulting in energy inefficiency and limiting system adaptability to environmental changes. This paper reveals the success of implementing Artificial Intelligence-based model for large-scale real-time monitoring and control of chiller plant which seizes every opportunity to enhance building energy performance.
Context
With the introduction of modern high-efficiency chillers and a central Regional Digital Control Centre, there is an opportunity to implement control strategies to achieve energy saving by varying Coefficient of Performance under different part-load and ambient weather conditions. To acquire optimized chiller parameters, there were past trials using Genetic Algorithm (GA), Particle Swarm Optimisation (PSO), or combination of both in achieving optimisation of engineering systems.
Purpose
This study aims to develop a scalable system, code-named ‘ChillStream’, based on the novelty in Artificial Intelligence (AI) chiller optimisation. Artificial Neural Networks were trained using historical plant data and weather data to predict power consumption and cooling load for individual chillers. In an attempt to combine the merits of evolutionary algorithm and swarm intelligence, a hybrid GA-PSO Algorithm was developed to calculate optimised setpoints at regular time intervals.
Approach
The developed AI control strategy was successfully deployed in a chiller plant with a significant cooling capacity installed in a clinical laboratory building in Hong Kong. Compared to the conventional rule-based system control, the chiller plant’s overall energy consumption was prominently reduced by 8% in autumn/winter 2023.
Insights
Through the autonomy of ChillStream to operate the chiller plant, considerable manpower resources are saved. This optimisation control strategy can be readily replicated and adjusted to accommodate the unique configurations of chiller plants in various buildings, resulting in substantial energy savings.",Scalable AI-Based Chiller Optimization System for Enhanced Energy Performance,"Vincent WL CHIU 1, Tommy KC LAM 1, Ray WH LAM 1, Safiya WK YU 1, Charlie CH LO 1, Jenny TY IP 1, Electrical and Mechanical Services Department, Hong Kong",
21184," This tutorial will cover the following subjects:
- Purpose of the system architecture and definition process and system analysis process
- Functional analysis and Functional Breakdown Structures
- Functional allocation and System Breakdown Structures
- Interface analysis and Context diagrams
In this interactive session, you will learn to generate and utilize well-structured, complete, and integrated architectures of systems and system elements. This will support identifying and verifying requirements, aid decision-making, and provide confidence in the integrity and functioning of your system of interest. The tutorial will explain the system architecture and definition process, the system analysis process, and various techniques to apply these processes. Practical examples from the fields of infrastructure and energy will be presented and discussed. You will also practice applying techniques to generate the architecture of your own system.
The target audience for this training includes engineers and technical leads involved in requirements engineering, design, and verification & validation processes.
The training will be facilitated by Bart van Luling, Maurits ter Wal, and Danny van Loon, experienced systems engineers in infrastructure and energy transition projects, from the Dutch Boosting Group and Overmorrow Consulting. ",System architecture and analysis for infrastructure and energy projects,"Bart van Luling 1, Maurits ter Wal 1, Danny van  Loon 2, Dutch Boosting Group, Hoofddorp, NEDERLAND, Netherlands, Overmorrow, Sydney",
21199,"Overview: With emerging customer trends toward rapid product development programs, and strategic capability accelerators, the traditional 'above-the-line' (ATL) to 'below-the-line' (BTL) systems engineering divide is eroding. Blurring of these lines has heightened the need for primes to understand mission engineering principles, and achieve better horizontal and vertical information integration such that confidence in the mission-product fit can be developed, assessed and evolved with pace.
Context: Mission Engineering has traditionally been the purview of ‘above-the-line’ (ATL) systems engineering efforts, undertaken by a customer in eliciting their internal mission and operational needs. The mapping of specific missions and capability needs to new platforms, requires bridging of the operational and system lenses, which is beyond the scope of any one method or architecture framework.  
Purpose: Developing a proactive understanding of the customers intended missions and concept of operations, via mission engineering, and achieving traceability from mission needs through to design is deemed a critical enabler for effective product development activities. Model-based systems engineering was proposed to help bridge this divide and provide a pattern for multi-project/program research and development.
Approach: Modelling and architectural themes across mission engineering, operational/service modelling and object-oriented systems modelling were analysed and mapped to derive a holistic metamodel, methodology and viewpoint set. The resultant method was applied to an internal product development program as a case study and means of validation.
Insights: The investment in proactive mission engineering and alignment is feasible and effective, albeit expensive and assumption driven. Clear articulation of missions, capability needs and customer investment priorities would provide a more robust basis for ‘proactive’ mission engineering and allow industry to deliver a more competitive set of products and capabilities. Mission modelling holds greatest value when used as the basis of program/portfolio approach of research and development, thus allowing for re-use of the mission modelling investment. ",Blurring the Line: Adopting Mission Engineering Methods in Product Development Programs,"Mark Papinczak 1, Tom Davis 2, BAE Systems, Canberra, ACT, Australia, BAE Systems, Adelaide, SA, Australia",
21203,"Overview: The current and emerging defence environment has placed heightened emphasis on the need to rapidly develop mission-fit products across land, maritime and air domains. This presentation provides an introduction to novel model-based systems engineering methodologies (MBSE) established and actively utilised at BAE Systems Australia.
Context: It is well established that the development of certifiable, software intensive, systems must balance the rigour and traceability of conventional systems engineering (SE) programs with the demands of an agile and rapidly evolving product development program. This tension of delivering minimal viable capability and first-of-type systems at pace to validate customer need, whilst maintaining sufficient rigour to facilitate future certification and mitigate accretion of technical debt, is a difficult technical and programmatic challenge to navigate. 
Purpose: Blended MBSE methods adapting principles from above-the-line architecture frameworks and mission engineering concepts, object-oriented SE methods, and evolutionary lifecycle development models, was hypothesised to provide an optimal SE framework for such programs. Secondary aims included methods to support programmatic product development, product line management and variant management.
Approach: A bespoke MBSE approach, encompassing training, processes and tool customisation, was derived, trialled and refined across a range of product development projects.
Insights: It has been determined that prioritisation of several key SE drivers and core modelling viewpoints (at various stages of product maturity) provide a robust yet adaptable framework for system development. A summary of the problem drivers, key learnings and an introduction to the ‘meta-method’ used in the derivation of this approach will be provided.  
 
 
 
  ",Model-based Systems Engineering Methods for Rapid Product Development,"Tom Davis 1, Mark Papinczak 2, BAE Systems, Adelaide, SA, Australia, BAE Systems, Canberra, ACT, Australia",
21205,"Abstract Body 
This paper addresses key findings of the Productivity Commission report into Infrastructure investment 2014 and related reports that an estimated $30Bn pa of public money is wasted in the delivery of Infrastructure in Australia due primarily to failures of the Project Governance system used in delivery of project for outcomes. The Infrastructure Australia Plan (20160 also addresses the performance requirements of Governance and the need to refocus project deliverables on socially needed outcomes.
For emphasis of the problem facing Engineering leaders if a private sector client had a $30bn pa revenues shortfall due to poor investment decisions then a major investment would be immediately called up to fix the issue. For Public sector Engineering leaders, the question needs to be asked of Engineers how much investment in better governance is immediately needed to make the shortfall available for unfunded investments.
The paper outlines the reason for this shortfall and the ways that Assured Governance can avoid this annual loss in performance.
Systems for Public Sector Governance, how they work in practice and how they can be verified or audited under a Quality assurance framework or gateway review process are explained and proposals for improvement offered.
In addition, the erosion of value or wasted return on investment (ROI) and the transfer of benefits to the Project Delivery team of designers, contractors and suppliers is examined. System design and test and inspection plans (T&IP) for resilience audit are proposed and a Governance Maturity Model is provided to support intervention for poor Governance and to enable transformative Governance.
This paper draws upon the work of the author, Ted Tooher, Tom Crow, Shankar Sankaran in their paper “Enough is Enough and the plan for an upcoming Project Governance workshop series to enable Engineering leaders Executives to be delivered in 2022 and 2023.","Project Governance, a critical system for Project and Programme Assurance of Infrastructure Investment outcomes.","Edward (Ted) Edward Tooher 1 2, College of Leadership and Management . Engineers Australia, Sydney  TGA/USYD, Sydney, ACT, Australia",
21207,"Rail transportation plays a pivotal role in facilitating economic growth and enhancing mobility; however, rail projects are often large and complex, requiring systems engineering and safety assurance (SESA) inputs. This paper explores how digital solutions can support and enhance traditional SESA frameworks.
Traditionally, SESA tasks involve structured but sometimes time-consuming approaches for identifying stakeholder needs, defining system requirements, and integrating subsystems to achieve project objectives.
While existing SESA frameworks provide a solid foundation for managing rail infrastructure projects, the use of digital engineering tools to solve the unique complexities of such projects are allowing SESA works to be completed more effectively and efficiently.
Through the integration of Revizto on some NSW and Victorian rail projects, the SESA team along with the digital engineering team, were able to run safety in design workshops more effectively and efficiently by allowing participants to have accurate depictions of equipment locations and to see the exact location of hazards through the creation of tags.
There are potential advances that can be made by integrating model-based systems engineering, architecting tools, requirements management tools, digital design simulation and modelling tools to further automate and streamline SESA tasks such as safety in design workshops, inter-disciplinary workshops, systems architecture, safety arguments, requirements management and development of assurance case reports. ",Novel uses of digital engineering tools for SESA processes,"Nikhil NB Bharadwaj 1, Lina LL Legenhausen 1, KBR, Melbourne, VICTORIA, Australia",
21209,"Systems Engineers devote significant time to requirements management, which can detract attention from the valuable activity of requirements analysis. The issue stems from repetitive data exchange activity which requires systems engineers familiar with using requirements management tools such as IBM’s DOORS NG to produce exports of requirements into excel for discipline engineers to action. This often results in reporting of stale data, and misinformation when managing requirements using spreadsheets.
In order to solve this problem KBR looked at ways of digitally transforming the way discipline engineers interact with requirements managed by systems engineers. Learning to use specialist requirements management tools can be time consuming and an entry barrier for discipline engineers deployed onto Projects.
We found that users were comfortable with the simplicity of spreadsheets but had no way of pushing verification and validation evidence directly into the database without knowing how to use the specialist tool.
KBR have taken the simplicity of spreadsheets to present pertinent requirements in a format familiar to discipline engineers using a dedicated web application as an exchange to push verification and validation evidence data directly into the requirements management tool. This is achieved using IBM DOORS NG RESTful application programming interface (API) which is based on the Open Services for Lifecycle Collaboration (OSLC) standards.
Integration proved to be quite challenging, not only in designing an intuitive user interface which streamlines efficiency and supports real time data interactions, but also how to make the application accessible by external users, as well as preserving user authoring permissions for historical audit purposes. The important lesson here is that digital transformation does not have to be complex, it’s the large volume simple repetitive tasks that we should be aiming to automate first, leveraging simple solutions for maximum gain, before embarking on elaborate complex automations. ","Making requirements accessible, when you are tempted by spreadsheets but need an application.","Piotr PP Pytka 1, Andrew AP Pitsiakkos 1, KBR, Melbourne, VICTORIA, Australia",
21210,"Overview
As systems engineers, what can we do to create a better tomorrow? our principles and positions, we have the opportunity to make a unique and positive impact. But we must look beyond our technical contributions and embrace our leadership responsibilities.
Context
Systems engineers are familiar with the concept of perspective in the technical domain using viewpoints to explore, analyze, and specify their solution. Embracing perspectives from the human dimension is the starting point for systems engineering leadership. To satisfy and delight, the systems engineer must see the world, the challenges, and the opportunities from the perspective of others as they look at the problem and solution space. This requires the social dimension, emotion, interest, and empathy.
Purpose 
Systems engineers can have a unique and positive impact if we look beyond our technical contributions and embrace our leadership responsibilities. Doing so requires that we apply perspective, influence, and leverage to unlock our strengths in combination with those around us and lead for a better future.
Approach
Perceptual Positions by Gary Koyen provides framework beyond self, other, and team that enables us to position the systems engineer to leverage the power of perspective for leadership. Based upon 30 years of personal experience and insights from INCOSE’s Technical Leadership Institute, these ideas have been synthesized with the concepts of leadership through influence and the leverage of transdisciplinarity.
Insights
Perspectives enable the systems engineer to perceive through the viewpoint of customer, user, team and self, unlocking essential insights. Influence is how the system engineer most often leads – not from a position of authority and power but from within the team. Transdisciplinarity including both holism and looking across the full lifecyle empowers the systems engineer to leverage team insights for maximum effect.","Perspective and Influence and Leverage, Oh My! Leadership for Systems Engineers","David Long 1, Blue Holon, Blacksburg, VIRGINIA, United States",
21211,"Overview
As systems engineers, what can we do to create a better tomorrow? our principles and positions, we have the opportunity to make a unique and positive impact. But we must look beyond our technical contributions and embrace our leadership responsibilities.
Context 
Systems engineers are familiar with the concept of perspective in the technical domain using viewpoints to explore, analyze, and specify their solution. Embracing perspectives from the human dimension is the starting point for systems engineering leadership. To satisfy and delight, the systems engineer must see the world, the challenges, and the opportunities from the perspective of others as they look at the problem and solution space. This requires the social dimension, emotion, interest, and empathy.
Purpose 
Systems engineers can have a unique and positive impact if we look beyond our technical contributions and embrace our leadership responsibilities. Doing so requires that we apply perspective, influence, and leverage to unlock our strengths in combination with those around us and lead for a better future.
Approach 
Perceptual Positions by Gary Koyen provides framework beyond self, other, and team that enables us to position the systems engineer to leverage the power of perspective for leadership. Based upon 30 years of personal experience and insights from INCOSE’s Technical Leadership Institute, these ideas have been synthesized with the concepts of leadership through influence and the leverage of transdisciplinarity.
Insights 
Perspectives enable the systems engineer to perceive through the viewpoint of customer, user, team and self, unlocking essential insights. Influence is how the system engineer most often leads – not from a position of authority and power but from within the team. Transdisciplinarity including both holism and looking across the full lifecyle empowers the systems engineer to leverage team insights for maximum effect.","Perspective and Influence and Leverage, Oh My! Leadership for Systems Engineers","David Long 1, Blue Holon, Blacksburg, VIRGINIA, United States",
21213,"Format
The tutorial is conducted in classroom format using PowerPoint slides with discussion and breakout exercises used throughout to improve learning and comprehension.
Overview
This tutorial demonstrates a practical approach to foundational principles and methods of systems engineering within a framework for overall project success. We focus on both understanding the problem and defining the solution as we address requirements, behavior, architecture, and V&V.  Rather than treating these in isolation, the fundamentals are positioned within a flexible systems engineering framework suitable for system development tasks across the complexity spectrum. Our focus will be on eliciting the right requirements, understanding the problem and solution, enhancing communication amongst the design team and the stakeholders, and satisfying the system need, all underpinned by a model-based approach. We maintain focus upon the true deliverables – the system itself and overall project success.
Audience 
This tutorial is intended for the novice or first-time attendee seeking to understand systems engineering concepts and terminology. Intermediate and expert systems engineers may attend to refocus on the fundamentals naturally framed and positioned in a model-based manner.
Line-up
David Long is confirmed. I am willing to partner with other presenters such as Dan Spencer or Jawahar Bhalla, if desired. ",Practical Systems Engineering: Principles and Methods for Success,"David Long 1, Blue Holon, Blacksburg, VIRGINIA, United States",
21214,"Overview
The power of digital represents an opportunity to fundamentally accelerate and transform the engineering lifecycle, but we must do so correctly. Digitization done poorly will enhance practices but silo practitioners. Embracing a holistic systems perspective enables us to digitalize engineering, empower radical collaboration, and adopt a new model for engineering systems.
Context
The various engineering disciplines have largely digitized their practices including the advancement and adoption of MBSE for systems engineering. However, many organizations and their supporting practices remain siloed. Integrations between teams and lifecycle phases remain largely constrained by old practices and organizational constraints slowing engineering progress and losing knowledge.
Purpose
Transformation requires more than simply digitizing existing practices. We must reconceptualize what is possible given the unprecedented computing power and data storage capacity of today. This includes ways of working within given disciplines and processes. More importantly, it requires that we look across the engineering lifecycle addressing workflows and interfaces to transform the engineering system rather than its constituent components.
Approach
For over 30 years, I have worked with government and commercial organizations as they assess, adopt, and deploy new methods and tools to enhance their engineering enterprise – first MBSE and now digital thread, digital twin, and digital engineering. I have observed common patterns across organizations and disciplines. Looking to fundamental system concepts allows one to transform from the traditional Vee lifecycle model to a series of U’s through concurrency, modularity, and integration powered by digital flows.
Insights
By changing our perspectives – from digitization to digitalization, from serial to parallel, from part to whole, from siloed to collaborative – we embrace a new lifecycle model, meet the promise of digital engineering, and deliver transformative results as we engineer the future.","From I to We, From Vee to Us: A Model for Engineering Systems","David Long 1, Blue Holon, Blacksburg, VIRGINIA, United States",
21216,"Format
The tutorial is conducted in classroom format using PowerPoint slides with discussion throughout to improve learning and comprehension.
Overview
This tutorial explains and illustrates the foundations, concepts, and potential of digital engineering. We will move beyond the marketing, myth, and misconception to a practical understanding of what digital transformation means for systems engineering, the fundamentals we need to know, and the value we expect to achieve. After establishing the case for change and the opportunity represented by the power of digital, we will explore a connected set of models – descriptive and analytic; mission, system, and detailed design – to communicate the concepts, opportunities, and challenges of digital engineering. In the process, we will highlight the myriad of concepts (model-based systems engineering, digital thread, digital twin, digital engineering), how they interrelate, and what they mean for practitioners, their organizations, and the greater practice of engineering.
Audience
Participants should have a foundational understanding of systems engineering concepts. A basic understanding of MBSE concepts is beneficial but not required.
Line-up
David Long. ",Digital Engineering Illustrated: Moving beyond Lofty Promises and Acronym Soup to Understanding and Value,"David Long 1, Blue Holon, Blacksburg, VIRGINIA, United States",
21218,"This tutorial will cover the following subjects:
- Purpose of the system architecture and definition process and system analysis process
- Functional analysis and Functional Breakdown Structures
- Functional allocation and System Breakdown Structures
- Interface analysis and Context diagrams
In this interactive session, you will learn to generate and utilize well-structured, complete, and integrated architectures of systems and system elements. This will support identifying and verifying requirements, aid decision-making, and provide confidence in the integrity and functioning of your system of interest. The tutorial will explain the system architecture and definition process, and the system analysis process based on the ISO15288, and various techniques to apply these processes. Practical examples from the fields of infrastructure and energy will be presented and discussed. You will also practice in applying the techniques to generate the architecture of your own system.
The target audience for this training includes engineers and technical leads involved in requirements engineering, design, and verification & validation processes.
The training will be facilitated by Bart van Luling, Maurits ter Wal, and Danny van Loon, experienced systems engineers in infrastructure and energy transition projects, from the Dutch Boosting Group and Overmorrow Consulting.",System architecture and analysis applied in infrastructure and energy projects,"Bart van Luling 1 2, Maurits ter Wal 1, Danny van Loon 3, Dutch Boosting Group, Hoofddorp, NEDERLAND, Netherlands, TenneT (TSO), Arnhem, Netherlands, Overmorrow, Sydney",
21219,"This tutorial will cover the following subjects:
- Purpose of the system architecture and definition process and system analysis process
- Functional analysis and Functional Breakdown Structures
- Functional allocation and System Breakdown Structures
- Interface analysis and Context diagrams
In this interactive session, you will learn to generate and utilize well-structured, complete, and integrated architectures of systems and system elements. This will support identifying and verifying requirements, aid decision-making, and provide confidence in the integrity and functioning of your system of interest. The tutorial will explain the system architecture and definition process, and the system analysis process based on the theory from the ISO15288, and various techniques to apply these processes. Practical examples from the fields of infrastructure and energy will be presented and discussed. You will also practice in applying the techniques to generate the architecture of your own system.
The target audience for this training includes engineers and technical leads involved in requirements engineering, design, and verification & validation processes.
The training will be facilitated by Bart van Luling, Maurits ter Wal, and Danny van Loon, experienced systems engineers in infrastructure and energy transition projects, from the Dutch Boosting Group and Overmorrow Consulting.",System architecture and analsysis applied in the field of infrastructure and energy projects,"Bart van Luling 1, Maurits ter Wal 1, Danny van Loon 2, Dutch Boosting Group, Hoofddorp, NEDERLAND, Netherlands, Overmorrow, Sydney",
21220,"This tutorial will cover the following subjects:
- Purpose of the system architecture and definition process and system analysis process
- Functional analysis and Functional Breakdown Structures
- Functional allocation and System Breakdown Structures
- Interface analysis and Context diagrams
In this interactive session, you will learn to generate and utilize well-structured, complete, and integrated architectures of systems and system elements. This will support identifying and verifying requirements, aid decision-making, and provide confidence in the integrity and functioning of your system of interest. The tutorial will explain the system architecture and definition process, and the system analysis process based on the theory from the ISO15288, and various techniques to apply these processes. Practical examples from the fields of infrastructure and energy will be presented and discussed. You will also practice in applying the techniques to generate the architecture of your own system.
The target audience for this training includes engineers and technical leads involved in requirements engineering, design, and verification & validation processes.
The training will be facilitated by Bart van Luling, Maurits ter Wal, and Danny van Loon, experienced systems engineers in infrastructure and energy transition projects, from the Dutch Boosting Group and Overmorrow Consulting.",System architecture and analysis applied in the field of infrastructure and energy,"Bart van Luling 1, Maurits ter Wal 1, Danny van Loon 2, Dutch Boosting Group, Hoofddorp, NEDERLAND, Netherlands, Overmorrow, Sydney",
21221,"The transition to net-zero by 2050 is a worthy (and critical) goal. It will require electrification of carbon-emitting processes (cooking, heating, transport) and clean sources of electricity generation. The good news is that industry is leading the way, and we may be closer to achieving net-zero than we think. 
This presentation is a 'State of the System' analysis of where we (Australia and the World) are at with respect to this transformation. It will cover:
• electrification of transportation assets (EVs, rail, aircraft, ships);
• clean electricity generation (distributed solar, large scale solar, wind and hydro); and
• storage (pumped hydro, grid-scale batteries, home batteries and Vehicle-2-Grid technology).",Transitioning to Net-Zero - a State-of-the-System Analysis,"Thomas Manley 1, Decision Analysis Services (DAS) Australia, Fed Gov Lead / Systems Engineering Advisor, Canberra, ACT, Australia",
21222,"Overview
As systems engineers, what can we do to create a better tomorrow? our principles and positions, we have the opportunity to make a unique and positive impact. But we must look beyond our technical contributions and embrace our leadership responsibilities.
Context
Systems engineers are familiar with the concept of perspective in the technical domain using viewpoints to explore, analyze, and specify their solution. Embracing perspectives from the human dimension is the starting point for systems engineering leadership. To satisfy and delight, the systems engineer must see the world, the challenges, and the opportunities from the perspective of others as they look at the problem and solution space. This requires the social dimension, emotion, interest, and empathy.
Purpose
Systems engineers can have a unique and positive impact if we look beyond our technical contributions and embrace our leadership responsibilities. Doing so requires that we apply perspective, influence, and leverage to unlock our strengths in combination with those around us and lead for a better future.
Approach
Perceptual Positions by Gary Koyen provides framework beyond self, other, and team that enables us to position the systems engineer to leverage the power of perspective for leadership. Based upon 30 years of personal experience and insights from INCOSE’s Technical Leadership Institute, these ideas have been synthesized with the concepts of leadership through influence and the leverage of transdisciplinarity.
Insights
Perspectives enable the systems engineer to perceive through the viewpoint of customer, user, team and self, unlocking essential insights. Influence is how the system engineer most often leads – not from a position of authority and power but from within the team. Transdisciplinarity including both holism and looking across the full lifecyle empowers the systems engineer to leverage team insights for maximum effect.","Perspective and Influence and Leverage, Oh My! Leadership for Systems Engineers","David Long 1, Blue Holon, Blacksburg, VIRGINIA, United States",
21223,"The proposed format is a facilitated Q&A session designed to summarize the presentations and themes of the day.
All current and perspective leaders and managers should attend this session. Leadership around the use and implementation of emerging technology such as AI into business and everyday life provides some very interesting moral and ethical questions. The intent of this panel is to discuss the pros and cons of emerging technology within a leadership lens, and to hear from three distinguished leaders in their field how they are navigating this challenge. ",Leadership and Management in the Age of Emerging Digital Technologies,"Brett B Thiele 1, Engineers Australia - College of Leadership and Management, Canberra",
21226,"The proposed format is a 45 - 60 min facilitated Q&A session consisting of a panel of three. It is designed to reflect on the presentations of the day for this stream, with a clear leadership lens.
Both existing and future leaders and managers should attend this session. The emergence of digital technologies, especially AI within both business and everyday life raises both moral and ethical questions for leaders surrounding their use. The panel of distinguished leaders in their field will discuss the leadership challenges associated with these emerging digital technologies and they are navigating these challenges.",Leadership and Management in the Age of Emerging Digital Technologies,"Brett James J Thiele 1, Engineers Australia - College of Leadership and Management, Canberra",
21230,"Operational readiness is term familiar in transport projects – what are the things that need to be in place to ensure an organisation’s preparedness prior to accepting finished projects and transitioning operations.
 It often constitutes a significant yet underestimated aspect of project delivery. While the focus typically centres on the delivery of physical infrastructure and systems, a critical gap emerges during the transition from the ‘completion of project delivery’ to ‘placing the system into service’. This challenge is further compounded when projects introduce new, novel, and/or complex systems into service and into their scope —such as novel technologies, new operating environments and/or complex organisational change.
 This paper explores techniques and processes that can be adopted to facilitate a more efficient and effective journey to operational readiness. Drawing from case studies across various transport modes, it is discussed how these practices can be adapted and scaled to meet diverse operational requirements, irrespective of industry. By providing a detailed understanding of the necessary activities, this paper aims to bridge the gap in project preparedness during early delivery phases. Additionally, it presents examples of operational readiness delivery processes, highlighting their application in rail and bus projects within Australia and how these can also be adopted in other industries like Defence and Health. ",Operational Readiness Roadmaps: A Cross-Industry Approach,"Monica Dryden 1, Sean Squire 1, Mott MacDonald, Melbourne, VIC, Australia",
